SetID,SetDate,SetYear,SetMonth,SetSeason,VesselName,ProjectName,SpeciesCode,CommonName,Latitude,Longitude,PunchCardArea,RodHours,FishCount,AverageLength,MaleCount,FemaleCount,MortalityCount,RecoveryCount
2072,4/29/2014,2014,4,Spring,Top Notch,,CNRY,CANARY ROCKFISH,48.37355,-124.7387695,PCA 4,.833333,1,35.000000,0,0,0,0
2072,4/29/2014,2014,4,Spring,Top Notch,,COPP,COPPER ROCKFISH,48.37355,-124.7387695,PCA 4,.833333,1,37.000000,0,0,0,0
2073,4/29/2014,2014,4,Spring,Top Notch,,,,48.39012,-124.7467803,PCA 4,.133333,0,,0,0,0,0
2074,4/29/2014,2014,4,Spring,Top Notch,,BLCK,BLACK ROCKFISH,48.38587,-124.7371978,PCA 4,.400000,1,44.000000,0,0,0,0
2074,4/29/2014,2014,4,Spring,Top Notch,,YTRK,YELLOWTAIL ROCKFISH,48.38587,-124.7371978,PCA 4,.400000,1,33.000000,0,0,0,0
2075,4/29/2014,2014,4,Spring,Top Notch,,,,48.38448,-124.7365798,PCA 4,.200000,0,,0,0,0,0
2076,4/29/2014,2014,4,Spring,Top Notch,,,,48.39326,-124.7194976,PCA 4,.700000,0,,0,0,0,0
2077,4/29/2014,2014,4,Spring,Top Notch,,,,48.39651,-124.6863327,PCA 4,.333333,0,,0,0,0,0
2078,4/29/2014,2014,4,Spring,Top Notch,,,,48.39919,-124.6569366,PCA 4,1.083333,0,,0,0,0,0
2079,4/29/2014,2014,4,Spring,Hula Girl,,BLCK,BLACK ROCKFISH,46.3362,-124.1956634,PCA 1,1.100000,51,40.294117,0,0,0,0
2080,4/29/2014,2014,4,Spring,Hula Girl,,BLCK,BLACK ROCKFISH,46.33625,-124.1956634,PCA 1,1.333333,13,44.076923,0,0,0,0
2081,4/29/2014,2014,4,Spring,Hula Girl,,BLCK,BLACK ROCKFISH,46.33624,-124.1956481,PCA 1,1.533333,34,41.588235,0,0,0,0
2082,4/29/2014,2014,4,Spring,Hula Girl,,BLCK,BLACK ROCKFISH,46.33622,-124.1957015,PCA 1,1.800000,27,41.592592,0,0,0,0
2083,4/29/2014,2014,4,Spring,Hula Girl,,,,46.38397,-124.1758804,PCA 1,1.000000,0,,0,0,0,0
2084,4/29/2014,2014,4,Spring,Hula Girl,,,,46.38305,-124.1735305,PCA 1,.833333,0,,0,0,0,0
2085,4/29/2014,2014,4,Spring,Hula Girl,,CHNK,CHINOOK SALMON,46.42405,-124.1563491,PCA 1,.583333,1,,0,0,0,0
2086,4/29/2014,2014,4,Spring,Hula Girl,,,,46.42237,-124.1562347,PCA 1,.750000,0,,0,0,0,0
2087,4/29/2014,2014,4,Spring,Hula Girl,,,,46.46043,-124.1455307,PCA 1,.666666,0,,0,0,0,0
2088,4/29/2014,2014,4,Spring,Hula Girl,,,,46.45698,-124.1463317,PCA 1,.750000,0,,0,0,0,0
2089,4/29/2014,2014,4,Spring,Hula Girl,,,,46.49858,-124.1533966,PCA 1,.666666,0,,0,0,0,0
2090,4/29/2014,2014,4,Spring,Hula Girl,,,,46.49633,-124.1511688,PCA 1,.833333,0,,0,0,0,0
2091,4/30/2014,2014,4,Spring,Hula Girl,,,,46.64045,-124.1493682,PCA 1,.833333,0,,0,0,0,0
2092,4/30/2014,2014,4,Spring,Hula Girl,,,,46.64037,-124.1534805,PCA 1,1.250000,0,,0,0,0,0
2093,4/30/2014,2014,4,Spring,Hula Girl,,,,46.5891,-124.0952301,PCA 1,1.083333,0,,0,0,0,0
2094,4/30/2014,2014,4,Spring,Hula Girl,,,,46.58588,-124.10083,PCA 1,1.083333,0,,0,0,0,0
2095,4/30/2014,2014,4,Spring,Hula Girl,,,,46.53775,-124.0950317,PCA 1,1.000000,0,,0,0,0,0
2096,4/30/2014,2014,4,Spring,Hula Girl,,,,46.53438,-124.0973663,PCA 1,1.000000,0,,0,0,0,0
2097,4/30/2014,2014,4,Spring,Hula Girl,,,,46.48328,-124.0825805,PCA 1,1.083333,0,,0,0,0,0
2098,4/30/2014,2014,4,Spring,Hula Girl,,,,46.48027,-124.0870132,PCA 1,1.083333,0,,0,0,0,0
2099,4/30/2014,2014,4,Spring,Hula Girl,,,,46.43167,-124.0863494,PCA 1,1.000000,0,,0,0,0,0
2100,4/30/2014,2014,4,Spring,Hula Girl,,,,46.42967,-124.0919189,PCA 1,1.000000,0,,0,0,0,0
2101,4/30/2014,2014,4,Spring,Hula Girl,,,,46.3833,-124.092163,PCA 1,1.083333,0,,0,0,0,0
2102,4/30/2014,2014,4,Spring,Hula Girl,,,,46.38423,-124.0973358,PCA 1,1.083333,0,,0,0,0,0
2103,5/1/2014,2014,5,Spring,Hula Girl,,,,46.8312,-124.1722488,PCA 2,1.300000,0,,0,0,0,0
2104,5/1/2014,2014,5,Spring,Hula Girl,,BSOL,BUTTER SOLE,46.83048,-124.1774978,PCA 2,1.200000,1,25.000000,0,0,0,0
2105,5/1/2014,2014,5,Spring,Hula Girl,,,,46.80235,-124.2078475,PCA 2,1.300000,0,,0,0,0,0
2106,5/1/2014,2014,5,Spring,Hula Girl,,,,46.80383,-124.296463,PCA 2,1.300000,0,,0,0,0,0
2107,5/1/2014,2014,5,Spring,Hula Girl,,,,46.7877,-124.1663818,PCA 2,1.200000,0,,0,0,0,0
2108,5/1/2014,2014,5,Spring,Hula Girl,,,,46.7912,-124.1680679,PCA 2,1.300000,0,,0,0,0,0
2109,5/1/2014,2014,5,Spring,Hula Girl,,,,46.7617,-124.1984634,PCA 2,1.100000,0,,0,0,0,0
2110,5/1/2014,2014,5,Spring,Hula Girl,,,,46.76622,-124.2082672,PCA 2,1.000000,0,,0,0,0,0
2111,5/1/2014,2014,5,Spring,Hula Girl,,,,46.73383,-124.1839981,PCA 2,.800000,0,,0,0,0,0
2112,5/1/2014,2014,5,Spring,Hula Girl,,PDAB,PACIFIC SANDAB,46.73326,-124.1833496,PCA 2,1.500000,1,27.000000,0,0,0,0
2113,5/1/2014,2014,5,Spring,Hula Girl,,,,46.73373,-124.1834869,PCA 2,1.100000,0,,0,0,0,0
2114,5/1/2014,2014,5,Spring,Hula Girl,,,,46.69757,-124.1780014,PCA 2,1.100000,0,,0,0,0,0
2115,5/1/2014,2014,5,Spring,Hula Girl,,,,46.69873,-124.1758346,PCA 2,1.000000,0,,0,0,0,0
2116,5/1/2014,2014,5,Spring,Hula Girl,,,,46.65933,-124.1811828,PCA 2,1.083333,0,,0,0,0,0
2117,5/1/2014,2014,5,Spring,Hula Girl,,,,46.65955,-124.1755676,PCA 2,1.333333,0,,0,0,0,0
2118,5/2/2014,2014,5,Spring,Hula Girl,,BLCK,BLACK ROCKFISH,46.41545,-124.2472152,PCA 1,2.000000,14,45.357142,0,0,0,0
2118,5/2/2014,2014,5,Spring,Hula Girl,,YTRK,YELLOWTAIL ROCKFISH,46.41545,-124.2472152,PCA 1,2.000000,2,45.000000,0,0,0,0
2119,5/2/2014,2014,5,Spring,Hula Girl,,BLCK,BLACK ROCKFISH,46.41567,-124.2470703,PCA 1,1.583333,40,45.250000,0,0,0,0
2119,5/2/2014,2014,5,Spring,Hula Girl,,YTRK,YELLOWTAIL ROCKFISH,46.41567,-124.2470703,PCA 1,1.583333,2,47.000000,0,0,0,0
2120,5/2/2014,2014,5,Spring,Hula Girl,,BLCK,BLACK ROCKFISH,46.41605,-124.2472839,PCA 1,3.416666,22,45.909090,0,0,0,0
2120,5/2/2014,2014,5,Spring,Hula Girl,,CHNK,CHINOOK SALMON,46.41605,-124.2472839,PCA 1,3.416666,1,,0,0,0,0
2120,5/2/2014,2014,5,Spring,Hula Girl,,YTRK,YELLOWTAIL ROCKFISH,46.41605,-124.2472839,PCA 1,3.416666,1,46.000000,0,0,0,0
2121,5/2/2014,2014,5,Spring,Hula Girl,,,,46.45105,-124.2429504,PCA 1,1.200000,0,,0,0,0,0
2122,5/2/2014,2014,5,Spring,Hula Girl,,,,46.45267,-124.2392196,PCA 1,1.050000,0,,0,0,0,0
2123,5/2/2014,2014,5,Spring,Hula Girl,,CHNK,CHINOOK SALMON,46.50057,-124.230751,PCA 1,1.050000,1,,0,0,0,0
2123,5/2/2014,2014,5,Spring,Hula Girl,,PDAB,PACIFIC SANDAB,46.50057,-124.230751,PCA 1,1.050000,1,29.000000,0,0,0,0
2124,5/2/2014,2014,5,Spring,Hula Girl,,PDAB,PACIFIC SANDAB,46.50223,-124.2277984,PCA 1,1.200000,2,25.500000,0,0,0,0
2125,5/2/2014,2014,5,Spring,Hula Girl,,PDAB,PACIFIC SANDAB,46.5515,-124.2164688,PCA 1,1.200000,2,25.000000,0,0,0,0
2126,5/2/2014,2014,5,Spring,Hula Girl,,PDAB,PACIFIC SANDAB,46.55335,-124.2146682,PCA 1,1.466666,2,22.500000,0,0,0,0
2127,5/2/2014,2014,5,Spring,Hula Girl,,CHNK,CHINOOK SALMON,46.60266,-124.208786,PCA 1,1.200000,1,,0,0,0,0
2127,5/2/2014,2014,5,Spring,Hula Girl,,PDAB,PACIFIC SANDAB,46.60266,-124.208786,PCA 1,1.200000,1,28.000000,0,0,0,0
2128,5/2/2014,2014,5,Spring,Hula Girl,,PDAB,PACIFIC SANDAB,46.60493,-124.2080993,PCA 1,1.066666,1,24.000000,0,0,0,0
2129,5/7/2014,2014,5,Spring,Hula Girl,,PDAB,PACIFIC SANDAB,46.67313,-124.2477035,PCA 2,1.000000,4,27.750000,0,0,0,0
2130,5/7/2014,2014,5,Spring,Hula Girl,,PDAB,PACIFIC SANDAB,46.6756,-124.2458801,PCA 2,1.833333,1,23.000000,0,0,0,0
2131,5/7/2014,2014,5,Spring,Hula Girl,,PDAB,PACIFIC SANDAB,46.69985,-124.2733993,PCA 2,1.166666,2,26.500000,0,0,0,0
2132,5/7/2014,2014,5,Spring,Hula Girl,,PDAB,PACIFIC SANDAB,46.70187,-124.2705154,PCA 2,1.416666,7,27.000000,0,0,0,0
2133,5/7/2014,2014,5,Spring,Hula Girl,,PDAB,PACIFIC SANDAB,46.73907,-124.2596969,PCA 2,1.250000,6,28.000000,0,0,0,0
2133,5/7/2014,2014,5,Spring,Hula Girl,,PHLB,PACIFIC HALIBUT,46.73907,-124.2596969,PCA 2,1.250000,1,,0,0,0,0
2134,5/7/2014,2014,5,Spring,Hula Girl,,PDAB,PACIFIC SANDAB,46.74033,-124.2620468,PCA 2,1.700000,6,27.166666,0,0,0,0
2135,5/7/2014,2014,5,Spring,Hula Girl,,PDAB,PACIFIC SANDAB,46.77807,-124.2611007,PCA 2,1.166666,3,27.333333,0,0,0,0
2136,5/7/2014,2014,5,Spring,Hula Girl,,PDAB,PACIFIC SANDAB,46.78203,-124.2648696,PCA 2,1.416666,14,27.357142,0,0,0,0
2137,5/7/2014,2014,5,Spring,Hula Girl,,PDAB,PACIFIC SANDAB,46.81965,-124.2520141,PCA 2,1.250000,6,25.666666,0,0,0,0
2138,5/7/2014,2014,5,Spring,Hula Girl,,PDAB,PACIFIC SANDAB,46.81847,-124.2527694,PCA 2,1.000000,1,29.000000,0,0,0,0
2138,5/7/2014,2014,5,Spring,Hula Girl,,SCLP,UNSP. SCULPIN,46.81847,-124.2527694,PCA 2,1.000000,1,25.000000,0,0,0,0
2139,5/7/2014,2014,5,Spring,Hula Girl,,PDAB,PACIFIC SANDAB,46.83193,-124.3070526,PCA 2,1.500000,5,27.000000,0,0,0,0
2140,5/7/2014,2014,5,Spring,Hula Girl,,PDAB,PACIFIC SANDAB,46.83327,-124.3061676,PCA 2,1.583333,4,29.000000,0,0,0,0
2141,5/7/2014,2014,5,Spring,Hula Girl,,,,46.86375,-124.3465347,PCA 2,1.250000,0,,0,0,0,0
2142,5/7/2014,2014,5,Spring,Hula Girl,,,,46.87233,-124.3684692,PCA 2,.650000,0,,0,0,0,0
2143,5/7/2014,2014,5,Spring,Hula Girl,,,,46.87078,-124.3633499,PCA 2,.600000,0,,0,0,0,0
2144,4/9/2014,2014,4,Spring,Hula Girl,,BLCK,BLACK ROCKFISH,47.29475,-124.2968521,PCA 2,.900000,15,36.266666,0,0,0,0
2145,4/9/2014,2014,4,Spring,Hula Girl,,BLCK,BLACK ROCKFISH,47.29517,-124.2974319,PCA 2,1.050000,5,39.200000,0,0,0,0
2145,4/9/2014,2014,4,Spring,Hula Girl,,LCOD,LINGCOD,47.29517,-124.2974319,PCA 2,1.050000,1,69.000000,0,0,0,0
2146,4/9/2014,2014,4,Spring,Hula Girl,,BLCK,BLACK ROCKFISH,47.2974,-124.2976837,PCA 2,1.200000,1,39.000000,0,0,0,0
2146,4/9/2014,2014,4,Spring,Hula Girl,,BSCL,BUFFALO SCULPIN,47.2974,-124.2976837,PCA 2,1.200000,1,29.000000,0,0,0,0
2147,4/9/2014,2014,4,Spring,Hula Girl,,BLCK,BLACK ROCKFISH,47.31207,-124.3108673,PCA 2,1.050000,1,36.000000,0,0,0,0
2148,4/9/2014,2014,4,Spring,Hula Girl,,BLCK,BLACK ROCKFISH,47.31313,-124.3134689,PCA 2,2.850000,13,38.307692,0,0,0,0
2148,4/9/2014,2014,4,Spring,Hula Girl,,KLPG,KELP GREENLING,47.31313,-124.3134689,PCA 2,2.850000,1,37.000000,0,0,0,0
2149,4/9/2014,2014,4,Spring,Hula Girl,,BLCK,BLACK ROCKFISH,47.33663,-124.3528137,PCA 2,1.800000,12,43.250000,0,0,1,0
2149,4/9/2014,2014,4,Spring,Hula Girl,,LCOD,LINGCOD,47.33663,-124.3528137,PCA 2,1.800000,2,76.000000,0,0,0,0
2150,4/9/2014,2014,4,Spring,Hula Girl,,BLCK,BLACK ROCKFISH,47.33949,-124.3533325,PCA 2,3.150000,27,37.037037,0,0,1,0
2151,4/9/2014,2014,4,Spring,Hula Girl,,BLCK,BLACK ROCKFISH,47.34082,-124.3555297,PCA 2,.600000,3,35.000000,0,0,0,0
2152,4/9/2014,2014,4,Spring,Hula Girl,,BLCK,BLACK ROCKFISH,47.34483,-124.3453521,PCA 2,1.050000,11,35.636363,0,0,0,0
2153,4/9/2014,2014,4,Spring,Hula Girl,,BLCK,BLACK ROCKFISH,47.3461,-124.3461303,PCA 2,.900000,16,35.125000,0,0,2,0
2154,4/9/2014,2014,4,Spring,Hula Girl,,BLCK,BLACK ROCKFISH,47.34633,-124.3460311,PCA 2,1.950000,99,35.515151,0,0,0,0
2154,4/9/2014,2014,4,Spring,Hula Girl,,BLUR,BLUE ROCKFISH,47.34633,-124.3460311,PCA 2,1.950000,6,26.333333,0,0,0,0
2155,4/9/2014,2014,4,Spring,Hula Girl,,BLCK,BLACK ROCKFISH,47.35497,-124.366333,PCA 2,1.733333,12,38.750000,0,0,0,0
2155,4/9/2014,2014,4,Spring,Hula Girl,,BSCL,BUFFALO SCULPIN,47.35497,-124.366333,PCA 2,1.733333,1,27.000000,0,0,0,0
2156,4/9/2014,2014,4,Spring,Hula Girl,,,,47.33835,-124.3658523,PCA 2,2.266666,0,,0,0,0,0
2157,4/10/2014,2014,4,Spring,Hula Girl,,,,47.00128,-124.2247314,PCA 2,1.200000,0,,0,0,0,0
2158,4/10/2014,2014,4,Spring,Hula Girl,,,,46.99637,-124.2237014,PCA 2,1.333333,0,,0,0,0,0
2159,4/10/2014,2014,4,Spring,Hula Girl,,,,46.99225,-124.2230834,PCA 2,1.200000,0,,0,0,0,0
2160,4/10/2014,2014,4,Spring,Hula Girl,,CBZN,CABEZON,46.90775,-124.1796798,PCA 2,4.800000,2,54.500000,0,0,0,0
2160,4/10/2014,2014,4,Spring,Hula Girl,,KLPG,KELP GREENLING,46.90775,-124.1796798,PCA 2,4.800000,1,38.000000,0,0,0,0
2160,4/10/2014,2014,4,Spring,Hula Girl,,RSCL,RED IRISH LORD,46.90775,-124.1796798,PCA 2,4.800000,1,29.000000,0,0,0,0
2161,4/10/2014,2014,4,Spring,Hula Girl,,,,46.92758,-124.1679534,PCA 2-2,.800000,0,,0,0,0,0
2162,4/10/2014,2014,4,Spring,Hula Girl,,,,46.92872,-124.1598663,PCA 2-2,.800000,0,,0,0,0,0
2163,4/10/2014,2014,4,Spring,Hula Girl,,,,46.93092,-124.1540527,PCA 2-2,.800000,0,,0,0,0,0
2164,4/10/2014,2014,4,Spring,Hula Girl,,,,46.90628,-124.1463851,PCA 2-2,1.600000,0,,0,0,0,0
2165,4/10/2014,2014,4,Spring,Hula Girl,,CBZN,CABEZON,46.90747,-124.1708679,PCA 2,2.000000,1,41.000000,0,0,0,0
2165,4/10/2014,2014,4,Spring,Hula Girl,,LCOD,LINGCOD,46.90747,-124.1708679,PCA 2,2.000000,1,68.000000,0,0,0,0
2165,4/10/2014,2014,4,Spring,Hula Girl,,RSCL,RED IRISH LORD,46.90747,-124.1708679,PCA 2,2.000000,2,30.500000,0,0,0,0
2166,4/10/2014,2014,4,Spring,Hula Girl,,BLCK,BLACK ROCKFISH,46.90722,-124.1726303,PCA 2,2.250000,2,39.000000,0,0,0,0
2166,4/10/2014,2014,4,Spring,Hula Girl,,KLPG,KELP GREENLING,46.90722,-124.1726303,PCA 2,2.250000,1,34.000000,0,0,0,0
2166,4/10/2014,2014,4,Spring,Hula Girl,,RSCL,RED IRISH LORD,46.90722,-124.1726303,PCA 2,2.250000,1,27.000000,0,0,0,0
2167,4/10/2014,2014,4,Spring,Hula Girl,,BLCK,BLACK ROCKFISH,46.90718,-124.1734695,PCA 2,2.100000,2,38.000000,0,0,0,0
2168,4/15/2014,2014,4,Spring,Hula Girl,,,,46.83007,-124.1425857,PCA 2,1.866666,0,,0,0,0,0
2169,4/15/2014,2014,4,Spring,Hula Girl,,,,46.82593,-124.1459808,PCA 2,1.200000,0,,0,0,0,0
2170,4/15/2014,2014,4,Spring,Hula Girl,,,,46.82263,-124.1507492,PCA 2,1.066666,0,,0,0,0,0
2171,4/15/2014,2014,4,Spring,Hula Girl,,,,46.79002,-124.1541519,PCA 2,2.400000,0,,0,0,0,0
2172,4/15/2014,2014,4,Spring,Hula Girl,,,,46.78992,-124.149681,PCA 2,.666666,0,,0,0,0,0
2173,4/15/2014,2014,4,Spring,Hula Girl,,,,46.79187,-124.154953,PCA 2,2.133333,0,,0,0,0,0
2174,4/15/2014,2014,4,Spring,Hula Girl,,,,46.7037,-124.1737518,PCA 2,2.566666,0,,0,0,0,0
2175,4/15/2014,2014,4,Spring,Hula Girl,,,,46.69033,-124.1698532,PCA 2,3.850000,0,,0,0,0,0
2176,4/15/2014,2014,4,Spring,Hula Girl,,,,46.6695,-124.1407699,PCA 2,3.400000,0,,0,0,0,0
2177,3/27/2014,2014,3,Spring,Ultimate,,LCOD,LINGCOD,47.92983,-124.857666,PCA 3,2.583333,2,86.500000,0,0,0,0
2177,3/27/2014,2014,3,Spring,Ultimate,,YEYE,YELLOWEYE ROCKFISH,47.92983,-124.857666,PCA 3,2.583333,1,42.000000,0,0,0,0
2177,3/27/2014,2014,3,Spring,Ultimate,,YTRK,YELLOWTAIL ROCKFISH,47.92983,-124.857666,PCA 3,2.583333,5,35.000000,0,0,0,0
2178,3/27/2014,2014,3,Spring,Ultimate,,LCOD,LINGCOD,47.9325,-124.8544998,PCA 3,3.600000,1,44.000000,0,0,0,0
2178,3/27/2014,2014,3,Spring,Ultimate,,YEYE,YELLOWEYE ROCKFISH,47.9325,-124.8544998,PCA 3,3.600000,1,34.000000,0,0,0,0
2178,3/27/2014,2014,3,Spring,Ultimate,,YTRK,YELLOWTAIL ROCKFISH,47.9325,-124.8544998,PCA 3,3.600000,11,31.909090,0,0,0,0
2179,3/27/2014,2014,3,Spring,Ultimate,,YEYE,YELLOWEYE ROCKFISH,47.93267,-124.8550033,PCA 3,1.250000,1,24.000000,0,0,0,0
2179,3/27/2014,2014,3,Spring,Ultimate,,YTRK,YELLOWTAIL ROCKFISH,47.93267,-124.8550033,PCA 3,1.250000,1,38.000000,0,0,0,0
2180,3/27/2014,2014,3,Spring,Ultimate,,CNRY,CANARY ROCKFISH,47.933,-124.8553314,PCA 3,2.166666,1,35.000000,0,0,0,0
2180,3/27/2014,2014,3,Spring,Ultimate,,KLPG,KELP GREENLING,47.933,-124.8553314,PCA 3,2.166666,1,36.000000,0,0,0,0
2180,3/27/2014,2014,3,Spring,Ultimate,,YEYE,YELLOWEYE ROCKFISH,47.933,-124.8553314,PCA 3,2.166666,1,26.000000,0,0,0,0
2181,3/27/2014,2014,3,Spring,Ultimate,,YEYE,YELLOWEYE ROCKFISH,47.94,-124.8519973,PCA 3,1.666666,1,32.000000,0,0,0,0
2182,3/27/2014,2014,3,Spring,Ultimate,,,,47.89083,-124.7294998,PCA 3,.916666,0,,0,0,0,0
2183,3/27/2014,2014,3,Spring,Ultimate,,,,47.86,-124.7210006,PCA 3,1.516666,0,,0,0,0,0
2184,3/27/2014,2014,3,Spring,Ultimate,,BSOL,BUTTER SOLE,47.85017,-124.7135009,PCA 3,1.750000,1,27.000000,0,0,0,0
2185,3/27/2014,2014,3,Spring,Ultimate,,,,47.84083,-124.709999,PCA 3,1.400000,0,,0,0,0,0
2186,3/31/2014,2014,3,Spring,Ultimate,,BLCK,BLACK ROCKFISH,47.68583,-124.4909973,PCA 3,4.416666,38,40.421052,0,0,0,0
2186,3/31/2014,2014,3,Spring,Ultimate,,KLPG,KELP GREENLING,47.68583,-124.4909973,PCA 3,4.416666,1,33.000000,0,0,0,0
2187,3/31/2014,2014,3,Spring,Ultimate,,BLCK,BLACK ROCKFISH,47.686,-124.48983,PCA 3,.833333,21,40.714285,0,0,1,0
2188,3/31/2014,2014,3,Spring,Ultimate,,BLCK,BLACK ROCKFISH,47.66817,-124.5015029,PCA 3,2.500000,26,40.038461,0,0,0,0
2188,3/31/2014,2014,3,Spring,Ultimate,,BLUR,BLUE ROCKFISH,47.66817,-124.5015029,PCA 3,2.500000,1,33.000000,0,0,0,0
2188,3/31/2014,2014,3,Spring,Ultimate,,KLPG,KELP GREENLING,47.66817,-124.5015029,PCA 3,2.500000,1,38.000000,0,0,0,0
2188,3/31/2014,2014,3,Spring,Ultimate,,LCOD,LINGCOD,47.66817,-124.5015029,PCA 3,2.500000,1,96.000000,0,0,0,0
2188,3/31/2014,2014,3,Spring,Ultimate,,RSCL,RED IRISH LORD,47.66817,-124.5015029,PCA 3,2.500000,1,36.000000,0,0,0,0
2189,3/31/2014,2014,3,Spring,Ultimate,,,,47.65667,-124.4956665,PCA 3,.916666,0,,0,0,0,0
2190,3/31/2014,2014,3,Spring,Ultimate,,,,47.62717,-124.4905014,PCA 3,.916666,0,,0,0,0,0
2191,3/31/2014,2014,3,Spring,Ultimate,,,,47.73072,-124.5229339,PCA 3,1.000000,0,,0,0,0,0
2192,3/31/2014,2014,3,Spring,Ultimate,,,,47.74233,-124.5793304,PCA 3,.833333,0,,0,0,0,0
2193,3/31/2014,2014,3,Spring,Ultimate,,,,47.74783,-124.5723342,PCA 3,1.083333,0,,0,0,0,0
2194,4/1/2014,2014,4,Spring,Ultimate,,SLGR,SILVERGRAY ROCKFISH,47.95013,-124.8455352,PCA 3,.400000,1,35.000000,0,0,0,0
